"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Pct. of People Walking to Work","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","ptranw","TimeFrame","GeoVintage","Source","Location"
"Block Group","040130610552","AZ","040130610552","=""040130610552""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610561","AZ","040130610561","=""040130610561""","0.61","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610571","AZ","040130610571","=""040130610571""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610572","AZ","040130610572","=""040130610572""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610573","AZ","040130610573","=""040130610573""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610574","AZ","040130610574","=""040130610574""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610581","AZ","040130610581","=""040130610581""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610582","AZ","040130610582","=""040130610582""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610591","AZ","040130610591","=""040130610591""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610592","AZ","040130610592","=""040130610592""","1.44","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610601","AZ","040130610601","=""040130610601""","1.49","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610611","AZ","040130610611","=""040130610611""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610612","AZ","040130610612","=""040130610612""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610621","AZ","040130610621","=""040130610621""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610622","AZ","040130610622","=""040130610622""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610623","AZ","040130610623","=""040130610623""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610631","AZ","040130610631","=""040130610631""","0.53","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130610641","AZ","040130610641","=""040130610641""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130611001","AZ","040130611001","=""040130611001""","5.94","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130611002","AZ","040130611002","=""040130611002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130611003","AZ","040130611003","=""040130611003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130612001","AZ","040130612001","=""040130612001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130612002","AZ","040130612002","=""040130612002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130612003","AZ","040130612003","=""040130612003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130612004","AZ","040130612004","=""040130612004""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130612005","AZ","040130612005","=""040130612005""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130613001","AZ","040130613001","=""040130613001""","0.63","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130614011","AZ","040130614011","=""040130614011""","8.97","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130614012","AZ","040130614012","=""040130614012""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130614021","AZ","040130614021","=""040130614021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130614022","AZ","040130614022","=""040130614022""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130614023","AZ","040130614023","=""040130614023""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715031","AZ","040130715031","=""040130715031""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715032","AZ","040130715032","=""040130715032""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715033","AZ","040130715033","=""040130715033""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715034","AZ","040130715034","=""040130715034""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715035","AZ","040130715035","=""040130715035""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715041","AZ","040130715041","=""040130715041""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715042","AZ","040130715042","=""040130715042""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715043","AZ","040130715043","=""040130715043""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715044","AZ","040130715044","=""040130715044""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715051","AZ","040130715051","=""040130715051""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715052","AZ","040130715052","=""040130715052""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715053","AZ","040130715053","=""040130715053""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715054","AZ","040130715054","=""040130715054""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715061","AZ","040130715061","=""040130715061""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715062","AZ","040130715062","=""040130715062""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715063","AZ","040130715063","=""040130715063""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715064","AZ","040130715064","=""040130715064""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715091","AZ","040130715091","=""040130715091""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715092","AZ","040130715092","=""040130715092""","0.18","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715093","AZ","040130715093","=""040130715093""","4.38","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715094","AZ","040130715094","=""040130715094""","3.39","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715095","AZ","040130715095","=""040130715095""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715101","AZ","040130715101","=""040130715101""","0.10","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715102","AZ","040130715102","=""040130715102""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715103","AZ","040130715103","=""040130715103""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715111","AZ","040130715111","=""040130715111""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715112","AZ","040130715112","=""040130715112""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715121","AZ","040130715121","=""040130715121""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715122","AZ","040130715122","=""040130715122""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715123","AZ","040130715123","=""040130715123""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715124","AZ","040130715124","=""040130715124""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715131","AZ","040130715131","=""040130715131""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715132","AZ","040130715132","=""040130715132""","0.34","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715141","AZ","040130715141","=""040130715141""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715142","AZ","040130715142","=""040130715142""","0.29","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715143","AZ","040130715143","=""040130715143""","15.50","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715151","AZ","040130715151","=""040130715151""","0.23","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715152","AZ","040130715152","=""040130715152""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715153","AZ","040130715153","=""040130715153""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715154","AZ","040130715154","=""040130715154""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715161","AZ","040130715161","=""040130715161""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715162","AZ","040130715162","=""040130715162""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715171","AZ","040130715171","=""040130715171""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715172","AZ","040130715172","=""040130715172""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130715173","AZ","040130715173","=""040130715173""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130716001","AZ","040130716001","=""040130716001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130716002","AZ","040130716002","=""040130716002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130717011","AZ","040130717011","=""040130717011""","0.60","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130717021","AZ","040130717021","=""040130717021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130717022","AZ","040130717022","=""040130717022""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130717023","AZ","040130717023","=""040130717023""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130717024","AZ","040130717024","=""040130717024""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130717025","AZ","040130717025","=""040130717025""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130718011","AZ","040130718011","=""040130718011""","5.68","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130718012","AZ","040130718012","=""040130718012""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130718013","AZ","040130718013","=""040130718013""","6.12","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130718014","AZ","040130718014","=""040130718014""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130718015","AZ","040130718015","=""040130718015""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130718016","AZ","040130718016","=""040130718016""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130718021","AZ","040130718021","=""040130718021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130718022","AZ","040130718022","=""040130718022""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130718023","AZ","040130718023","=""040130718023""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130718024","AZ","040130718024","=""040130718024""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719031","AZ","040130719031","=""040130719031""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719032","AZ","040130719032","=""040130719032""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719033","AZ","040130719033","=""040130719033""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719034","AZ","040130719034","=""040130719034""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719035","AZ","040130719035","=""040130719035""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719036","AZ","040130719036","=""040130719036""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719037","AZ","040130719037","=""040130719037""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719061","AZ","040130719061","=""040130719061""","5.23","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719062","AZ","040130719062","=""040130719062""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719063","AZ","040130719063","=""040130719063""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719064","AZ","040130719064","=""040130719064""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719091","AZ","040130719091","=""040130719091""","4.17","2019-2023","2022","Census","Arizona (State)"
"Block Group","040130719092","AZ","040130719092","=""040130719092""","2.80","2019-2023","2022","Census","Arizona (State)"
